rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
andıran	an+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
yayılan	yay+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
ezdiği	ez+Verb+Pos^DB+Adj+PastPart+P3sg
boğuk	boğuk+Adj
havasındaki	hava+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
simsiyah	simsiyah+Adj
asık	asık+Adj
suratlı	surat+Noun+A3sg+Pnon+Nom^DB+Adj+With
fırlayan	fırla+Verb+Pos^DB+Adj+PresPart
kapkara	kapkara+Adj
kesilen	kes+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
geçtikleri	geç+Verb+Pos^DB+Adj+PastPart+P3pl
parlayan	parla+Verb+Pos^DB+Adj+PresPart
sevinçli	sevinç+Noun+A3sg+Pnon+Nom^DB+Adj+With
konusundaki	konu+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
yakıcı	yak+Verb+Pos^DB+Adj+Agt
dolaylı	dolay+Noun+A3sg+Pnon+Nom^DB+Adj+With
rastlanılan	rastla+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
aciz	aciz+Adj
tekdüze	tekdüze+Adj
unutan	unut+Verb+Pos^DB+Adj+PresPart
armonik	armonik+Adj
çırpınan	çırpın+Verb+Pos^DB+Adj+PresPart
kaynaklı	kaynak+Noun+A3sg+Pnon+Nom^DB+Adj+With
acımasızca	acımasız+Adj^DB+Adj+AsIf
olağan	olağan+Adj
iğrenilecek	iğren+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
acınacak	acı+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
sızan	sız+Verb+Pos^DB+Adj+PresPart
hayvanlaştırdığı	hayvan+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
yırtan	yırt+Verb+Pos^DB+Adj+PresPart
nemrut	nemrut+Adj
sorgulayan	sorgula+Verb+Pos^DB+Adj+PresPart
bulandıran	bulan+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
boyunlarındaki	boyun+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
anlamadıkları	anla+Verb+Neg^DB+Adj+PastPart+P3pl
akim	akim+Adj
örten	ört+Verb+Pos^DB+Adj+PresPart
tüylü	tüy+Noun+A3sg+Pnon+Nom^DB+Adj+With
sivri	sivri+Adj
delen	del+Verb+Pos^DB+Adj+PresPart
maruz	maruz+Adj
ucundaki	uç+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
aşağılayan	aşağıla+Verb+Pos^DB+Adj+PresPart
kullandığı	kullan+Verb+Pos^DB+Adj+PastPart+P3sg
beğendiği	beğen+Verb+Pos^DB+Adj+PastPart+P3sg
şaşırtan	şaşır+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
dikilen	dikil+Verb+Pos^DB+Adj+PresPart
rastgeldiği	rastgel+Verb+Pos^DB+Adj+PastPart+P3sg
çarptığı	çarp+Verb+Pos^DB+Adj+PastPart+P3sg
umarsız	umar+Noun+A3sg+Pnon+Nom^DB+Adj+Without
uluyan	ulu+Verb+Pos^DB+Adj+PresPart
aralıksız	aralıksız+Adj
çatık	çatık+Adj
kovulmuş	kov+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
ağırlaşan	ağır+Adj^DB+Verb+Become+Pos^DB+Adj+PresPart
güçsüz	güç+Noun+A3sg+Pnon+Nom^DB+Adj+Without
üstündeki	üstün+Adj^DB+Noun+Zero+A3sg+Pnon+Loc^DB+Adj+Rel
ağarmış	ağar+Verb+Pos^DB+Adj+NarrPart
pişman	pişman+Adj
ulaşan	ulaş+Verb+Pos^DB+Adj+PresPart
çıkamayan	çık+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
ayrılmış	ayır+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
pencereli	pencere+Noun+A3sg+Pnon+Nom^DB+Adj+With
öteki	öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel
konulduğu	kon+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
aziz	aziz+Adj
yakışan	yakış+Verb+Pos^DB+Adj+PresPart
kolalı	kola+Noun+A3sg+Pnon+Nom^DB+Adj+With
gücenik	gücenik+Adj
hoşnut	hoşnut+Adj
fabrikadaki	fabrika+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
sedasız	seda+Noun+A3sg+Pnon+Nom^DB+Adj+Without
anlamadığı	anla+Verb+Neg^DB+Adj+PastPart+P3sg
gösterişsiz	göster+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Adj+Without
yapmadığı	yap+Verb+Neg^DB+Adj+PastPart+P3sg
duyulan	duy+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
zıt	zıt+Adj
soran	sor+Verb+Pos^DB+Adj+PresPart
hareketsiz	hareket+Noun+A3sg+Pnon+Nom^DB+Adj+Without
zararlı	zarar+Noun+A3sg+Pnon+Nom^DB+Adj+With
halindeki	hal+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
süzen	süz+Verb+Pos^DB+Adj+PresPart
kaçınılmaz	kaçınılmaz+Adj
duydukları	duy+Verb+Pos^DB+Adj+PastPart+P3pl
aktaran	aktar+Verb+Pos^DB+Adj+PresPart
cansız	can+Noun+A3sg+Pnon+Nom^DB+Adj+Without
ateşli	ateş+Noun+A3sg+Pnon+Nom^DB+Adj+With
keşfettiği	keşfet+Verb+Pos^DB+Adj+PastPart+P3sg
anladığı	anla+Verb+Pos^DB+Adj+PastPart+P3sg
saklanan	sakla+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
ikircikli	ikircik+Noun+A3sg+Pnon+Nom^DB+Adj+With
gözlerdeki	göz+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
gömdüğü	göm+Verb+Pos^DB+Adj+PastPart+P3sg
alışmadığı	alış+Verb+Neg^DB+Adj+PastPart+P3sg
azalmayan	azal+Verb+Neg^DB+Adj+PresPart
hedefleyen	hedefle+Verb+Pos^DB+Adj+PresPart
günlük	günlük+Adj
gencecik	gencecik+Adj
büyüleyen	büyüle+Verb+Pos^DB+Adj+PresPart
çalıştığı	çalış+Verb+Pos^DB+Adj+PastPart+P3sg
belirgin	belirgin+Adj
yayan	yay+Verb+Pos^DB+Adj+PresPart
tabi	tabi+Adj
tutulan	tut+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
gönderdiği	gönder+Verb+Pos^DB+Adj+PastPart+P3sg
yeryüzündeki	yeryüzü+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
öğreten	öğret+Verb+Pos^DB+Adj+PresPart
tanımadığı	tanı+Verb+Neg^DB+Adj+PastPart+P3sg
mahkum	mahkum+Adj
anladıkları	anla+Verb+Pos^DB+Adj+PastPart+P3pl
sıkça	sık+Adj^DB+Adj+AsIf
bilemeyen	bil+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
ayrılan	ayır+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
defnedildiği	defnet+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
kafalı	kafalı+Adj
dizili	dizi+Noun+A3sg+Pnon+Nom^DB+Adj+With
uzunluğundaki	uzunluk+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
kapsamlı	kapsam+Noun+A3sg+Pnon+Nom^DB+Adj+With
çıplak	çıplak+Adj
dağınık	dağınık+Adj
otladığı	otla+Verb+Pos^DB+Adj+PastPart+P3sg
kesişen	kesiş+Verb+Pos^DB+Adj+PresPart
çorak	çorak+Adj
kaçtığı	kaç+Verb+Pos^DB+Adj+PastPart+P3sg
titrek	titrek+Adj
taraftaki	taraf+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
deşik	deşik+Adj
sarılı	sarılı+Adj
sırılsıklam	sırılsıklam+Adj
topallayan	topalla+Verb+Pos^DB+Adj+PresPart
kestiği	kes+Verb+Pos^DB+Adj+PastPart+P3sg
gıcırdayan	gıcırda+Verb+Pos^DB+Adj+PresPart
uzaklıktaki	uzaklık+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
kurulmuş	kur+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
tombul	tombul+Adj
çelimsiz	çelim+Noun+A3sg+Pnon+Nom^DB+Adj+Without
tehditkar	tehditkar+Adj
şuradaki	şura+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
yenecek	ye+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
bulabildiğim	bul+Verb+Pos^DB+Verb+Able^DB+Adj+PastPart+P1sg
basılan	bas+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
yaralı	yara+Noun+A3sg+Pnon+Nom^DB+Adj+With
ufuktaki	ufuk+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
yatay	yatay+Adj
kullandıkları	kullan+Verb+Pos^DB+Adj+PastPart+P3pl
kasnaksız	kasnak+Noun+A3sg+Pnon+Nom^DB+Adj+Without
asıldığı	as+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
tüysüz	tüy+Noun+A3sg+Pnon+Nom^DB+Adj+Without
sarışın	sarışın+Adj
kararsız	karar+Noun+A3sg+Pnon+Nom^DB+Adj+Without
babacan	babacan+Adj
kemikli	kemik+Noun+A3sg+Pnon+Nom^DB+Adj+With
köydeki	köy+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
muzdarip	muzdarip+Adj
düzleşen	düz+Adj^DB+Verb+Become+Pos^DB+Adj+PresPart
dönmemiş	dön+Verb+Neg^DB+Adj+NarrPart
zincirli	zincir+Noun+A3sg+Pnon+Nom^DB+Adj+With
gizemli	gizem+Noun+A3sg+Pnon+Nom^DB+Adj+With
bensiz	ben+Pron+Pers+A1sg+Pnon+Nom^DB+Adj+Without
tereyağlı	tereyağı+Noun+A3sg+Pnon+Nom^DB+Adj+With
değindiğim	değin+Verb+Pos^DB+Adj+PastPart+P1sg
yemeğindeki	yemek+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
bitirdiği	bit+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
zekice	zeki+Adj^DB+Adj+AsIf
isteyecek	iste+Verb+Pos^DB+Adj+FutPart+Pnon
boyanmış	boya+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
akşamki	akşam+Noun+A3sg+Pnon+Nom^DB+Adj+Rel
vicdanındaki	vicdan+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
aşağısındaki	aşağı+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
ettiren	et+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
ayrıntılı	ayrıntı+Noun+A3sg+Pnon+Nom^DB+Adj+With
kastettiği	kastet+Verb+Pos^DB+Adj+PastPart+P3sg
anlamlı	anlam+Noun+A3sg+Pnon+Nom^DB+Adj+With
ketum	ketum+Adj
püskürten	püskür+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
kesen	kes+Verb+Pos^DB+Adj+PresPart
uyan	uy+Verb+Pos^DB+Adj+PresPart
dolanan	dola+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
yaklaşık	yaklaşık+Adj
dolabındaki	dolap+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
böreksiz	börek+Noun+A3sg+Pnon+Nom^DB+Adj+Without
girdiğim	gir+Verb+Pos^DB+Adj+PastPart+P1sg
sisli	sis+Noun+A3sg+Pnon+Nom^DB+Adj+With
damlayan	damla+Verb+Pos^DB+Adj+PresPart
yönelten	yönel+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
etrafımdaki	etraf+Noun+A3sg+P1sg+Loc^DB+Adj+Rel
çifte	çifte+Adj
gevşek	gevşek+Adj
hayali	hayali+Adj
nehirdeki	nehir+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
salonundaki	salon+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
edilebilir	et+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Adj+AorPart
akıcı	ak+Verb+Pos^DB+Adj+Agt
sesli	ses+Noun+A3sg+Pnon+Nom^DB+Adj+With
profesyonel	profesyonel+Adj
dahaki	daha+Noun+A3sg+Pnon+Nom^DB+Adj+Rel
nezaketsiz	nezaket+Noun+A3sg+Pnon+Nom^DB+Adj+Without
korkmayacak	kork+Verb+Neg^DB+Adj+FutPart+Pnon
ulaşmış	ulaş+Verb+Pos^DB+Adj+NarrPart
çıkartan	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Adj+PresPart
aleyhimdeki	aleyh+Noun+A3sg+P1sg+Loc^DB+Adj+Rel
ettiğiniz	et+Verb+Pos^DB+Adj+PastPart+P2pl
olmadığım	ol+Verb+Neg^DB+Adj+PastPart+P1sg
kabiliyetli	kabiliyet+Noun+A3sg+Pnon+Nom^DB+Adj+With
geçiren	geç+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
geçirdiğiniz	geç+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P2pl
harcanan	harca+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
çalan	çal+Verb+Pos^DB+Adj+PresPart
şairane	şairane+Adj
espirili	espiri+Noun+A3sg+Pnon+Nom^DB+Adj+With
konuşmayan	konuş+Verb+Neg^DB+Adj+PresPart
dediğimiz	de+Verb+Pos^DB+Adj+PastPart+P1pl
geçerli	geçerli+Adj
becerikli	becerik+Noun+A3sg+Pnon+Nom^DB+Adj+With
doğrular	doğrula+Verb+Pos^DB+Adj+AorPart
milli	milli+Adj
birleşen	birleş+Verb+Pos^DB+Adj+PresPart
yoksun	yoksun+Adj
yaptıracak	yap+Verb^DB+Verb+Caus+Pos^DB+Adj+FutPart+Pnon
imzalı	imza+Noun+A3sg+Pnon+Nom^DB+Adj+With
mutlak	mutlak+Adj
çalışacak	çalış+Verb+Pos^DB+Adj+FutPart+Pnon
düşük	düşük+Adj
sokağındaki	sokak+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
yumurtlayan	yumurtla+Verb+Pos^DB+Adj+PresPart
ezilen	ez+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
mütevazi	mütevazi+Adj
sahte	sahte+Adj
enayi	enayi+Adj
hafifçe	hafif+Adj^DB+Adj+AsIf
yiyen	ye+Verb+Pos^DB+Adj+PresPart
boylayan	boyla+Verb+Pos^DB+Adj+PresPart
zehirleyen	zehirle+Verb+Pos^DB+Adj+PresPart
dedikleri	de+Verb+Pos^DB+Adj+PastPart+P3pl
senelik	senelik+Adj
bilen	bil+Verb+Pos^DB+Adj+PresPart
hazırlattığınız	hazırla+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P2pl
diyecek	de+Verb+Pos^DB+Adj+FutPart+Pnon
kem	kem+Adj
katlandığı	katla+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
dinleyen	dinle+Verb+Pos^DB+Adj+PresPart
melez	melez+Adj
katmerli	katmer+Noun+A3sg+Pnon+Nom^DB+Adj+With
ayırdığı	ayır+Verb+Pos^DB+Adj+PastPart+P3sg
kıpkızıl	kıpkızıl+Adj
sabit	sabit+Adj
şerefli	şeref+Noun+A3sg+Pnon+Nom^DB+Adj+With
mesut	mesut+Adj
denen	de+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
ucuz	ucuz+Adj
ümitsiz	ümit+Noun+A3sg+Pnon+Nom^DB+Adj+Without
hayırlı	hayırlı+Adj
şen	şen+Adj
bitirim	bitirim+Adj
mecbur	mecbur+Adj
ıslanan	ısla+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
kuruyan	kuru+Verb+Pos^DB+Adj+PresPart
diyen	de+Verb+Pos^DB+Adj+PresPart
duyan	duy+Verb+Pos^DB+Adj+PresPart
tuzlu	tuzlu+Adj
biberli	biber+Noun+A3sg+Pnon+Nom^DB+Adj+With
divane	divane+Adj
aşağıdaki	aşağı+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
evvelsi	evvelsi+Adj
daim	daim+Adj
hor	hor+Adj
görülen	gör+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
edeceğiniz	et+Verb+Pos^DB+Adj+FutPart+P2pl
uysal	uysal+Adj
amade	amade+Adj
hatırşinas	hatırşinas+Adj
tutuşturacak	tutuş+Verb^DB+Verb+Caus+Pos^DB+Adj+FutPart+Pnon
ihmalkar	ihmalkar+Adj
kullandığım	kullan+Verb+Pos^DB+Adj+PastPart+P1sg
bulunduğumuz	bulun+Verb+Pos^DB+Adj+PastPart+P1pl
dolaşan	dolaş+Verb+Pos^DB+Adj+PresPart
nadir	nadir+Adj
yanaşamadığı	yanaş+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
kıymetli	kıymet+Noun+A3sg+Pnon+Nom^DB+Adj+With
kalkışan	kalkış+Verb+Pos^DB+Adj+PresPart
görmemiş	görmemiş+Adj
girdiğiniz	gir+Verb+Pos^DB+Adj+PastPart+P2pl
şahane	şahane+Adj
dalgalanan	dalga+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adj+PresPart
hareli	hare+Noun+A3sg+Pnon+Nom^DB+Adj+With
işlendiği	işle+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
engin	engin+Adj
getirmiş	getir+Verb+Pos^DB+Adj+NarrPart
pahalı	paha+Noun+A3sg+Pnon+Nom^DB+Adj+With
boyadığı	boya+Verb+Pos^DB+Adj+PastPart+P3sg
getirilen	getir+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
geldiğimiz	gel+Verb+Pos^DB+Adj+PastPart+P1pl
durduğum	dur+Verb+Pos^DB+Adj+PastPart+P1sg
gerçekleşen	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Adj+PresPart
ticari	ticari+Adj
fırtınalı	fırtına+Noun+A3sg+Pnon+Nom^DB+Adj+With
dökülürkenki	dök+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While^DB+Adj+Rel
ulaştıran	ulaş+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
karşılaştığımız	karşılaş+Verb+Pos^DB+Adj+PastPart+P1pl
yaklaştırdığı	yaklaş+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
alakalı	alaka+Noun+A3sg+Pnon+Nom^DB+Adj+With
parmağımdaki	parmak+Noun+A3sg+P1sg+Loc^DB+Adj+Rel
hazırlıklı	hazırlık+Noun+A3sg+Pnon+Nom^DB+Adj+With
özgür	özgür+Adj
kazandığım	kazan+Verb+Pos^DB+Adj+PastPart+P1sg
yazdığım	yaz+Verb+Pos^DB+Adj+PastPart+P1sg
tahsilli	tahsil+Noun+A3sg+Pnon+Nom^DB+Adj+With
yetiştirdiği	yetiş+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
kanlı	kan+Noun+A3sg+Pnon+Nom^DB+Adj+With
içerideki	içeri+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
götürdüğüm	götür+Verb+Pos^DB+Adj+PastPart+P1sg
ayağındaki	ayak+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
konuştuğumuz	konuş+Verb+Pos^DB+Adj+PastPart+P1pl
tarafındaki	taraf+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
uyandığım	uyan+Verb+Pos^DB+Adj+PastPart+P1sg
baktıkları	bak+Verb+Pos^DB+Adj+PastPart+P3pl
yatan	yat+Verb+Pos^DB+Adj+PresPart
merdivendeki	merdiven+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
uyuduğu	uyu+Verb+Pos^DB+Adj+PastPart+P3sg
tozlu	toz+Noun+A3sg+Pnon+Nom^DB+Adj+With
bilmediğim	bil+Verb+Neg^DB+Adj+PastPart+P1sg
takma	takma+Adj
şüpheli	şüphe+Noun+A3sg+Pnon+Nom^DB+Adj+With
tanıyan	tanı+Verb+Pos^DB+Adj+PresPart
masasındaki	masa+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
güttüğüm	güt+Verb+Pos^DB+Adj+PastPart+P1sg
markalı	marka+Noun+A3sg+Pnon+Nom^DB+Adj+With
sardığı	sar+Verb+Pos^DB+Adj+PastPart+P3sg
çamurlu	çamur+Noun+A3sg+Pnon+Nom^DB+Adj+With
şişkin	şişkin+Adj
getirdiğim	getir+Verb+Pos^DB+Adj+PastPart+P1sg
yetiştirdiğim	yetiş+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P1sg
söyleyecek	söyle+Verb+Pos^DB+Adj+FutPart+Pnon
kalabileceği	kal+Verb+Pos^DB+Verb+Able^DB+Adj+FutPart+P3sg
acil	acil+Adj
ettirdiği	et+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
aklındaki	akıl+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
kilitli	kilit+Noun+A3sg+Pnon+Nom^DB+Adj+With
kaliteli	kalite+Noun+A3sg+Pnon+Nom^DB+Adj+With
dikkatli	dikkat+Noun+A3sg+Pnon+Nom^DB+Adj+With
adındaki	ad+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
bırakan	bırak+Verb+Pos^DB+Adj+PresPart
gönderdiğim	gönder+Verb+Pos^DB+Adj+PastPart+P1sg
sömürgeci	sömürgeci+Adj
koruduğu	koru+Verb+Pos^DB+Adj+PastPart+P3sg
mutsuz	mutsuz+Adj
saçtığı	saç+Verb+Pos^DB+Adj+PastPart+P3sg
ayrıcalıklı	ayrıcalık+Noun+A3sg+Pnon+Nom^DB+Adj+With
lüks	lüks+Adj
yaydığı	yay+Verb+Pos^DB+Adj+PastPart+P3sg
uyuklayan	uyukla+Verb+Pos^DB+Adj+PresPart
pantolonlu	pantolon+Noun+A3sg+Pnon+Nom^DB+Adj+With
kokulu	koku+Noun+A3sg+Pnon+Nom^DB+Adj+With
sunulan	sun+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
dinlenen	dinlen+Verb+Pos^DB+Adj+PresPart
fısıldanan	fısılda+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
aranan	ara+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
düzenlenecek	düzenle+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
beklediği	bekle+Verb+Pos^DB+Adj+PastPart+P3sg
kuşanan	kuşan+Verb+Pos^DB+Adj+PresPart
kullanabileceğin	kullan+Verb+Pos^DB+Verb+Able^DB+Adj+FutPart+P2sg
tutumlu	tutum+Noun+A3sg+Pnon+Nom^DB+Adj+With
sakladığı	sakla+Verb+Pos^DB+Adj+PastPart+P3sg
ödünç	ödünç+Adj
yapabilecek	yap+Verb+Pos^DB+Verb+Able^DB+Adj+FutPart+Pnon
aynalı	ayna+Noun+A3sg+Pnon+Nom^DB+Adj+With
ölçüsüz	ölçü+Noun+A3sg+Pnon+Nom^DB+Adj+Without
yakalı	yaka+Noun+A3sg+Pnon+Nom^DB+Adj+With
uyanan	uyan+Verb+Pos^DB+Adj+PresPart
eğlenen	eğlen+Verb+Pos^DB+Adj+PresPart
düşüren	düş+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
mütevazı	mütevazı+Adj
bürünen	bürü+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
örttüğü	ört+Verb+Pos^DB+Adj+PastPart+P3sg
soyunmuş	soyun+Verb+Pos^DB+Adj+NarrPart
ödüllü	ödül+Noun+A3sg+Pnon+Nom^DB+Adj+With
ittiği	it+Verb+Pos^DB+Adj+PastPart+P3sg
yaşlanan	yaş+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adj+PresPart
yazan	yaz+Verb+Pos^DB+Adj+PresPart
satan	sat+Verb+Pos^DB+Adj+PresPart
fiziksel	fiziksel+Adj
dayanıklı	dayanıklı+Adj
değişken	değişken+Adj
pespembe	pespembe+Adj
pürüzsüz	pürüz+Noun+A3sg+Pnon+Nom^DB+Adj+Without
ışıldayan	ışılda+Verb+Pos^DB+Adj+PresPart
görmedikleri	gör+Verb+Neg^DB+Adj+PastPart+P3pl
berrak	berrak+Adj
tepelerdeki	tepe+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
aktığı	ak+Verb+Pos^DB+Adj+PastPart+P3sg
engebeli	engebe+Noun+A3sg+Pnon+Nom^DB+Adj+With
işlenmemiş	işle+Verb^DB+Verb+Pass+Neg^DB+Adj+NarrPart
oyulmuş	oy+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
zorlu	zorlu+Adj
kalıtsal	kalıtsal+Adj
karışmayan	karış+Verb+Neg^DB+Adj+PresPart
kindar	kindar+Adj
açan	aç+Verb+Pos^DB+Adj+PresPart
sunan	sun+Verb+Pos^DB+Adj+PresPart
gidilen	git+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
dolambaçlı	dolambaç+Noun+A3sg+Pnon+Nom^DB+Adj+With
duyulduğu	duy+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
oyalayan	oyala+Verb+Pos^DB+Adj+PresPart
canlandıran	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adj+PresPart
emrindeki	emir+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
görünüşlü	görün+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Adj+With
ılık	ılık+Adj
gömüldükleri	göm+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3pl
büyüten	büyü+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
beklenen	bekle+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
derinliklerindeki	derin+Adj^DB+Noun+Ness+A3pl+P3sg+Loc^DB+Adj+Rel
çarpık	çarpık+Adj
grimsi	gri+Noun+A3sg+Pnon+Nom^DB+Adj+JustLike
tereddütlü	tereddüt+Noun+A3sg+Pnon+Nom^DB+Adj+With
kararlı	karar+Noun+A3sg+Pnon+Nom^DB+Adj+With
buruşuk	buruşuk+Adj
borçlu	borç+Noun+A3sg+Pnon+Nom^DB+Adj+With
düşecek	düş+Verb+Pos^DB+Adj+FutPart+Pnon
şıngırdayacak	şıngırda+Verb+Pos^DB+Adj+FutPart+Pnon
bahsedilen	bahset+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
yetinen	yetin+Verb+Pos^DB+Adj+PresPart
gönüllü	gönüllü+Adj
göstermiş	göster+Verb+Pos^DB+Adj+NarrPart
çakırkeyif	çakırkeyif+Adj
verdiğiniz	ver+Verb+Pos^DB+Adj+PastPart+P2pl
bedbaht	bedbaht+Adj
unutturan	unut+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
tatsız	tat+Noun+A3sg+Pnon+Nom^DB+Adj+Without
anlattığınız	anla+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P2pl
pelerinli	pelerin+Noun+A3sg+Pnon+Nom^DB+Adj+With
kestirdiğim	kes+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P1sg
hummalı	humma+Noun+A3sg+Pnon+Nom^DB+Adj+With
zorladığı	zorla+Verb+Pos^DB+Adj+PastPart+P3sg
kürklü	kürk+Noun+A3sg+Pnon+Nom^DB+Adj+With
çatlak	çatlak+Adj
fırlatan	fırla+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
güneşli	güneş+Noun+A3sg+Pnon+Nom^DB+Adj+With
anlattığım	anla+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P1sg
parmaklı	parmak+Noun+A3sg+Pnon+Nom^DB+Adj+With
durmadığım	dur+Verb+Neg^DB+Adj+PastPart+P1sg
